City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
366,howard springs,-12.497,131.047,71.51,66,7,6.76,AU,1661114339
367,faanui,-16.4833,-151.75,78.22,73,82,19.24,PF,1661114340
368,souillac,-20.5167,57.5167,64.78,88,40,4.61,MU,1661114340
369,inverell,-29.7833,151.1167,43.16,89,12,1.99,AU,1661114341
370,mahibadhoo,3.7833,72.9667,81.99,76,38,15.35,MV,1661114341
371,tura,25.5198,90.2201,75.76,85,86,2.91,IN,1661114342
372,derzhavinsk,51.1,66.3167,53.67,93,4,8.01,KZ,1661114342
373,huarmey,-10.0681,-78.1522,67.62,72,12,11.23,PE,1661114343
374,dingle,10.9995,122.6711,74.48,91,99,3.38,PH,1661114343
375,tanglad,11.2917,125.5768,77.13,86,100,4.23,PH,1661114344
376,trincomalee,8.5711,81.2335,80.6,76,99,25.21,LK,1661114345
377,vila velha,-20.3297,-40.2925,69.75,76,0,20.0,BR,1661114345
378,antofagasta,-23.65,-70.4,58.28,71,72,3.98,CL,1661114056
379,dicabisagan,17.0818,122.4157,77.83,88,100,5.66,PH,1661114346
380,arauco,-37.2463,-73.3175,59.56,73,1,3.44,CL,1661114346
381,kautokeino,69.0125,23.0412,60.6,98,100,17.27,NO,1661114347
382,ozernovskiy,51.5,156.5167,58.96,96,55,6.26,RU,1661114347
383,santa cruz verapaz,15.3667,-90.4333,79.56,61,40,4.61,GT,1661114348
384,dodge city,37.7528,-100.0171,88.23,41,40,6.91,US,1661114348
385,koulikoro,14.0,-7.75,78.51,64,19,7.96,ML,1661114349
386,elin pelin,42.6667,23.6,66.38,77,75,6.91,BG,1661114349
387,odienne,9.51,-7.5692,70.99,96,9,1.7,CI,1661114350
388,cururupu,-1.8283,-44.8683,77.32,77,96,3.87,BR,1661114350
389,itamaraju,-17.0392,-39.5311,66.02,86,93,8.63,BR,1661114351
390,auki,-8.7676,160.7034,79.36,78,67,3.98,SB,1661114351
391,srandakan,-7.9386,110.2506,73.72,87,100,5.35,ID,1661114352
392,carlos antonio lopez,-26.4,-54.7667,65.03,76,0,1.54,PY,1661114163
393,shieli,44.1667,66.75,64.71,27,0,11.74,KZ,1661114352
394,sorland,67.667,12.6934,55.26,97,100,5.21,NO,1661114353
395,lengshuijiang,27.6881,111.4294,77.94,76,81,3.24,CN,1661114354
396,stralsund,54.3091,13.0818,63.01,64,75,1.92,DE,1661114354
397,tocopilla,-22.092,-70.1979,62.2,67,22,5.7,CL,1661114354
398,ushtobe,45.2514,77.9838,50.18,51,3,1.68,KZ,1661114355
399,khasan,42.4308,130.6434,67.21,94,99,2.33,RU,1661114356
400,fare,-16.7,-151.0167,78.3,69,74,17.2,PF,1661114356
401,erzin,36.9559,36.2,77.86,90,39,3.58,TR,1661114357
402,upernavik,72.7868,-56.1549,40.68,80,37,9.01,GL,1661114357
403,ocher,57.8904,54.7202,58.95,76,1,4.25,RU,1661114358
404,bonavista,48.6499,-53.1147,63.21,76,9,13.6,CA,1661114358
405,hit,33.6416,42.8251,92.62,22,0,9.91,IQ,1661114359
406,dong hoi,17.4833,106.6,79.39,80,95,4.7,VN,1661114359
407,whitehorse,60.7161,-135.0538,71.1,42,75,10.36,CA,1661114353
408,padilla,3.2204,-76.3139,81.97,68,94,1.61,CO,1661114360
409,sinnamary,5.3833,-52.95,81.01,80,95,9.69,GF,1661114360
410,aquiraz,-3.9014,-38.3911,82.49,76,41,12.33,BR,1661114274
411,merritt island,28.5392,-80.672,91.49,67,0,10.36,US,1661114361
412,kilrush,52.6397,-9.4833,64.15,67,99,2.68,IE,1661114362
413,dukat,62.55,155.55,48.07,98,100,7.02,RU,1661114362
414,sao jose da coroa grande,-8.8978,-35.1478,73.63,84,58,10.85,BR,1661114363
415,manhattan,40.7834,-73.9662,84.38,63,20,12.66,US,1661114363
416,suez,29.9737,32.5263,80.13,67,0,8.97,EG,1661114364
417,muravlenko,63.7898,74.523,48.34,65,100,3.94,RU,1661114364
418,miragoane,18.4423,-73.0876,83.53,71,19,2.06,HT,1661114365
419,pitimbu,-7.4706,-34.8086,79.39,80,87,13.13,BR,1661114365
420,marienburg,54.0359,19.0266,64.11,95,100,9.8,PL,1661114366
421,abu samrah,35.3029,37.1841,77.23,64,0,10.4,SY,1661114370
422,umea,63.8284,20.2597,58.93,94,100,5.75,SE,1661114371
423,todos santos,23.45,-110.2167,84.04,84,11,10.85,MX,1661114371
424,labytnangi,66.6572,66.4183,58.82,88,97,3.06,RU,1661114372
425,leshukonskoye,64.8989,45.7622,59.59,62,74,4.56,RU,1661114372
426,barranca,-10.75,-77.7667,64.45,73,18,9.6,PE,1661114373
427,sungaipenuh,-2.0833,101.3833,63.73,89,100,2.48,ID,1661114373
428,krasnoye,49.9145,24.6134,67.6,69,92,6.6,UA,1661114374
429,turtas,58.9417,69.1325,53.94,86,100,3.09,RU,1661114374
430,marsabit,2.3284,37.9899,69.66,41,99,26.75,KE,1661114375
431,puerto narino,-3.7703,-70.3831,83.8,48,14,2.62,CO,1661114375
432,port-gentil,-0.7193,8.7815,76.96,88,100,9.22,GA,1661114376
433,general roca,-39.0333,-67.5833,57.94,46,0,11.23,AR,1661114376
434,beringovskiy,63.05,179.3167,51.49,69,8,5.39,RU,1661114377
435,bowen,-20.0167,148.2333,60.26,85,1,9.37,AU,1661114377
436,port blair,11.6667,92.75,82.44,78,75,9.22,IN,1661114378
437,hay river,60.8156,-115.7999,69.78,52,100,6.91,CA,1661114378
438,mandal,25.45,74.5667,76.68,81,97,13.02,IN,1661114380
439,manaure,11.7751,-72.4445,84.33,71,68,13.53,CO,1661114380
440,buenos aires,-34.6132,-58.3772,63.99,47,100,2.35,AR,1661114126
441,chimoio,-19.1164,33.4833,60.66,88,75,5.37,MZ,1661114381
442,betare oya,5.6,14.0833,66.97,95,98,2.15,CM,1661114381
443,plettenberg bay,-34.0527,23.3716,51.4,76,0,4.34,ZA,1661114382
444,hovd,48.0056,91.6419,46.96,46,2,2.46,MN,1661114382
445,hadejia,12.4498,10.0444,82.17,58,93,6.96,NG,1661114383
446,sioux lookout,50.1001,-91.917,77.07,47,20,3.44,CA,1661114383
447,estacion coahuila,32.1939,-115.0017,98.37,41,8,13.18,MX,1661114384
448,vuktyl,63.8567,57.3094,59.0,65,6,3.09,RU,1661114384
449,bara,10.3744,10.7288,77.9,76,100,6.11,NG,1661114385
450,kiunga,-6.1219,141.2906,71.82,97,100,2.19,PG,1661114385
451,eyl,7.9803,49.8164,76.05,83,32,23.85,SO,1661114390
452,norman wells,65.282,-126.8329,64.44,52,75,3.44,CA,1661114391
453,haines junction,60.7522,-137.5108,64.35,52,68,1.14,CA,1661114391
454,burnie,-41.0667,145.9167,53.92,90,100,25.95,AU,1661114396
455,luwuk,-0.9516,122.7875,75.58,91,77,4.76,ID,1661114396
456,svetlogorsk,52.6333,29.7333,62.17,90,0,7.76,BY,1661114397
457,stephenville,32.2207,-98.2023,93.33,45,75,10.36,US,1661114397
458,higueron,18.5833,-99.1667,83.68,52,100,4.9,MX,1661114398
459,ghanzi,-21.5667,21.7833,53.83,18,0,6.42,BW,1661114398
460,chakia,26.4167,85.05,81.72,79,73,8.99,IN,1661114399
461,vestmannaeyjar,63.4427,-20.2734,51.3,81,93,11.68,IS,1661114399
462,lata,40.1629,-8.3327,63.81,97,8,4.23,PT,1661114400
463,lubango,-14.9172,13.4925,60.3,30,2,4.32,AO,1661114389
464,marsh harbour,26.5412,-77.0636,84.72,71,0,12.93,BS,1661114129
465,katsuura,35.1333,140.3,77.02,94,48,13.69,JP,1661114401
466,vaitape,-16.5167,-151.75,78.24,73,83,19.24,PF,1661114402
467,orotukan,62.2667,151.7,54.91,85,100,3.29,RU,1661114402
468,umm lajj,25.0213,37.2685,86.79,58,0,4.74,SA,1661114403
469,libertador general san martin,-23.8064,-64.7876,74.97,17,7,4.41,AR,1661114403
470,zyryanka,65.75,150.85,59.47,80,100,6.55,RU,1661114404
471,sawakin,19.1059,37.3321,97.27,52,5,15.32,SD,1661114404
472,maryville,35.7565,-83.9705,84.27,73,75,12.66,US,1661114405
473,kommunisticheskiy,61.6789,64.4819,61.23,77,51,3.87,RU,1661114405
474,conakry,9.538,-13.6773,80.67,83,75,11.5,GN,1661114406
475,south venice,27.0531,-82.4243,95.99,70,40,9.22,US,1661114406
476,santa rosa,14.3122,121.1114,82.38,91,100,4.94,PH,1661114407
477,asau,46.4333,26.4,67.28,69,10,2.98,RO,1661114407
478,agadez,19.75,10.25,94.77,12,0,5.17,NE,1661114408
479,phan thiet,10.9333,108.1,76.19,91,100,6.64,VN,1661114408
480,kruisfontein,-34.0033,24.7314,47.88,76,0,4.25,ZA,1661114409
481,taixing,32.1667,120.0136,79.45,94,63,5.91,CN,1661114409
482,urucara,-2.5364,-57.76,89.62,45,80,2.04,BR,1661114410
483,cabo san lucas,22.8909,-109.9124,92.17,58,20,10.36,MX,1661113802
484,altoona,40.5187,-78.3947,79.83,90,72,1.01,US,1661114411
485,manggar,-2.8833,108.2667,76.51,91,100,6.62,ID,1661114412
486,hami,42.8,93.45,72.77,15,99,12.86,CN,1661114412
487,lufilufi,-13.8745,-171.5986,78.58,70,68,5.41,WS,1661114413
488,vallenar,-28.5708,-70.7581,69.78,45,0,6.55,CL,1661114413
489,adrar,20.5022,-10.0711,98.44,23,99,6.76,MR,1661114414
490,hanyang,32.1371,105.5126,76.75,84,100,3.11,CN,1661114414
491,maningrida,-12.0667,134.2667,61.97,91,11,9.15,AU,1661114416
492,osmena,10.5208,119.9258,80.44,81,94,6.29,PH,1661114416
493,shenzhen,22.5455,114.0683,84.27,94,97,1.7,CN,1661114195
494,tiksi,71.6872,128.8694,40.77,93,100,15.48,RU,1661114418
495,tuatapere,-46.1333,167.6833,44.46,87,94,2.01,NZ,1661114419
496,dawlatabad,36.4141,64.9053,69.26,17,24,9.42,AF,1661114419
497,sterlitamak,53.6246,55.9502,61.25,79,18,1.77,RU,1661114420
498,ishikawa,26.4233,127.8214,84.94,84,20,9.22,JP,1661114420
499,upata,8.0086,-62.3989,77.2,96,97,4.72,VE,1661114421
500,mago,53.2514,140.1822,53.42,92,100,6.11,RU,1661114421
501,dulovo,43.8167,27.15,68.95,81,44,6.64,BG,1661114422
502,calama,-22.4667,-68.9333,68.49,3,0,21.85,CL,1661114367
503,vanimo,-2.6741,141.3028,75.4,88,41,6.17,PG,1661114422
504,aklavik,68.2191,-135.0107,41.23,88,100,11.36,CA,1661114423
505,moerai,-22.4333,-151.3333,73.65,82,72,13.4,PF,1661114423
506,maldonado,-34.6667,-54.9167,56.59,73,37,5.39,UY,1661114424
507,worland,44.0169,-107.9554,93.67,23,0,4.61,US,1661114424
508,tianpeng,30.9866,103.9393,86.47,82,75,5.39,CN,1661114425
509,sarangani,5.4033,125.4636,82.31,76,100,5.75,PH,1661114425
510,colares,38.7992,-9.4469,71.28,84,75,23.0,PT,1661114426
511,nileshwar,12.25,75.1,77.7,82,100,3.33,IN,1661114426
512,seidu,9.0167,-10.6,69.03,95,100,1.88,SL,1661114427
513,hanzhong,33.0728,107.0303,81.23,70,100,0.49,CN,1661114427
514,nuuk,64.1835,-51.7216,47.01,76,20,5.75,GL,1661114411
515,koping,59.514,15.9926,65.17,78,100,4.5,SE,1661114428
516,omsukchan,62.5333,155.8,49.69,98,100,7.56,RU,1661114429
517,piacabucu,-10.4056,-36.4344,73.47,77,19,9.86,BR,1661114429
518,itacoatiara,-3.1431,-58.4442,88.2,44,89,3.24,BR,1661114430
519,kidal,18.4411,1.4078,87.62,43,33,9.98,ML,1661114430
520,komsomolskiy,40.4272,71.7189,65.12,34,14,6.91,UZ,1661114431
521,cozumel,20.5083,-86.9458,93.27,71,40,11.5,MX,1661114154
522,alekseyevskoye,55.3071,50.1135,65.43,71,0,5.91,RU,1661114432
523,paamiut,61.994,-49.6678,41.7,90,30,14.92,GL,1661114432
524,awjilah,29.1081,21.2869,81.34,56,0,13.91,LY,1661114433
525,danville,36.586,-79.395,83.05,77,40,5.01,US,1661114363
526,sept-iles,50.2001,-66.3821,73.92,72,75,9.22,CA,1661114420
527,fukue,32.6881,128.8419,80.11,87,82,7.25,JP,1661114433
528,fort saint james,54.4333,-124.25,84.65,33,4,2.89,CA,1661114439
529,oum hadjer,13.2954,19.6966,81.01,68,27,5.79,TD,1661114439
530,magistralnyy,56.1725,107.4458,48.51,98,100,4.36,RU,1661114440
531,benghazi,32.1167,20.0667,81.79,72,0,11.01,LY,1661114440
532,buritis,-15.6178,-46.4233,77.49,31,40,5.93,BR,1661114441
533,husavik,66.0449,-17.3389,40.87,73,6,2.15,IS,1661114441
534,hualmay,-11.0964,-77.6139,66.27,71,13,11.36,PE,1661114442
535,tommot,58.9564,126.2925,48.63,92,100,2.37,RU,1661114442
536,nisia floresta,-6.0911,-35.2086,82.78,79,74,10.29,BR,1661114408
537,tarakan,3.3,117.6333,79.14,82,86,6.13,ID,1661114443
538,tezu,27.9167,96.1667,77.43,91,19,2.35,IN,1661114444
539,orlik,52.5178,99.825,35.04,89,23,2.48,RU,1661114444
540,cambridge,43.3601,-80.3127,78.19,73,75,4.61,CA,1661114338
541,vila,42.0304,-8.1588,56.28,83,9,4.63,PT,1661114445
542,palamuse,58.6843,26.584,67.82,63,100,8.21,EE,1661114445
543,kattivakkam,13.2167,80.3167,79.07,94,55,13.51,IN,1661114446
544,coihaique,-45.5752,-72.0662,53.55,62,100,10.36,CL,1661114414
545,sampit,-2.5333,112.95,73.83,96,98,1.05,ID,1661114447
546,ballina,-28.8667,153.5667,42.84,75,99,2.01,AU,1661114447
547,pirai do sul,-24.5261,-49.9486,53.98,88,77,2.91,BR,1661114448
548,willmar,45.1219,-95.0433,78.82,35,5,2.82,US,1661114193
549,kedrovyy,56.1667,91.8167,52.21,99,100,3.74,RU,1661114449
550,dubti,11.7361,41.0853,83.25,56,100,10.27,ET,1661114449
551,brandon,27.9378,-82.2859,99.1,59,40,4.61,US,1661114450
552,staryy nadym,65.6118,72.6842,48.22,81,100,2.75,RU,1661114450
553,rondonopolis,-16.4708,-54.6356,84.94,34,80,5.14,BR,1661114451
554,berbera,10.4396,45.0143,90.77,54,32,11.9,SO,1661114451
555,mount pleasant,32.7941,-79.8626,82.54,84,20,10.36,US,1661114245
556,ornskoldsvik,63.2909,18.7153,57.52,93,99,4.14,SE,1661114452
557,marfino,55.7028,37.3822,70.05,36,0,8.95,RU,1661114453
558,patos,-7.0244,-37.28,80.44,52,95,16.31,BR,1661114453
559,kota belud,6.351,116.4305,76.08,89,98,3.62,MY,1661114454
560,huilong,31.8111,121.655,80.92,91,76,9.91,CN,1661114454
